cod_empresa;cnpj_distribuidor;cod_produto;nom_produto;familia;ean;volume;valor;nota_fiscal;dt_venda;ano;mes;tipo_venda;cnpj_cliente;cep_cliente;cidade_cliente;nom_uf;nom_razao;nom_bairro;nom_vendedor
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;1;169;03/01/1970;12/06/2024;2024;6;V;4,8899E+13;11030300;SANTOS;SP;JULIE PETS BOUTIQUE & CAFE LTDA;PONTA DA PRAIA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;4;292;03/01/1970;28/06/2024;2024;6;B;9,00367E+12;11035030;SANTOS;SP;EMPORIO ANIMAL EIRELI;PONTA DA PRAIA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;1;159;03/01/1970;03/07/2024;2024;7;V;37032268897;11650605;SANTOS;SP;IZABELLA RIBEIRO CARDOZO DOS SANTOS;JOSE MENINO;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;2;337;03/01/1970;18/07/2024;2024;7;V;1,44442E+13;11750000;PERUÍBE;SP;PET CENTER PERUIBE LTDA - ME;CENTRO;RAQUEL BOHN MARTINS DE ALMEIDA PRADO
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;2;337;03/01/1970;06/08/2024;2024;8;V;4,21169E+13;11320000;SÃO VICENTE;SP;PETLAND ITARARE LTDA;CENTRO;OTAVIO HENRIQUE GAMA DA CRUZ
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;1;152;03/01/1970;09/08/2024;2024;8;V;15789730825;11030570;SANTOS;SP;VERA LUCIA CORREA;APARECIDA;ROBERTO WAGNER CORREA WALLAU
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;7;956;03/01/1970;20/08/2024;2024;8;V;9,00367E+12;11065001;SANTOS;SP;EMPORIO ANIMAL LTDA - ME;VILA BELMIRO;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;1;169;03/01/1970;20/08/2024;2024;8;V;4,59232E+13;11040110;SANTOS;SP;PATRICIA CINTRA GARCIA 25976675883;EMBAR;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;1;168;03/01/1970;26/09/2024;2024;9;V;39396359874;11065201;SANTOS;SP;MAIZA DA SILVA MARTINS;JOS MENINO;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;2;337;03/01/1970;27/09/2024;2024;9;V;2,12487E+13;11065003;SANTOS;SP;PETLAND MATRIZ LITORAL LTDA - ME;CAMPO GRANDE;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;6;819;03/01/1970;30/09/2024;2024;9;V;9,00367E+12;11035030;SANTOS;SP;EMPORIO ANIMAL EIRELI;PONTA DA PRAIA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;1;169;03/01/1970;08/10/2024;2024;10;V;7,28356E+13;11035171;SANTOS;SP;PET SHOP MOLECO COM. ARTS.P ANIMAIS-ME;APARECIDA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;1;169;03/01/1970;18/10/2024;2024;10;V;9,2642E+12;11050031;SANTOS;SP;PELLEGRINI PET-COM.PROD.VET.B.T.LTDA-ME;GONZAGA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;1;169;03/01/1970;18/11/2024;2024;11;V;4,99538E+13;11025002;SANTOS;SP;PET SHOP CISNE BRANCO LTDA - ME;APARECIDA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;2;253;03/01/1970;26/11/2024;2024;11;V;3,00087E+13;11065101;SANTOS;SP;ARECO PATRINHANI EIRELI;POMPIA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5750;Allerderm Spot On S.I.S - 2 mL - 6 Pipetas;CA;7,89752E+12;1;169;03/01/1970;28/11/2024;2024;11;V;4,21169E+13;11320000;SÃO VICENTE;SP;PETLAND ITARARE LTDA;CENTRO;OTAVIO HENRIQUE GAMA DA CRUZ
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;2;254;03/01/1970;29/01/2024;2024;1;V;9,00367E+12;11065001;SANTOS;SP;EMPORIO ANIMAL LTDA - ME;VILA BELMIRO;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;-2;-254;03/01/1970;30/01/2024;2024;1;DV;9,00367E+12;11065001;SANTOS;SP;EMPORIO ANIMAL LTDA - ME;VILA BELMIRO;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;2;237;03/01/1970;30/01/2024;2024;1;V;9,00367E+12;11065001;SANTOS;SP;EMPORIO ANIMAL LTDA - ME;VILA BELMIRO;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;2;329;03/01/1970;28/02/2024;2024;2;V;9,00367E+12;11045200;SANTOS;SP;EMPORIO ANIMAL EIRELI - ME;BOQUEIRÃO;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;1;204;03/01/1970;13/03/2024;2024;3;V;25661356811;11380200;SÃO VICENTE;SP;RODINEI GONÇALVES DA COSTA;VILA SÃO JORGE;RODINEI GONÇALVES DA COSTA
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;1;204;03/01/1970;27/03/2024;2024;3;V;1,42436E+13;11075000;SANTOS;SP;KAREN VET CLIN.VETERINARIA PET LTDA-ME;MARAPÉ;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;3;495;03/01/1970;28/03/2024;2024;3;V;9,00367E+12;11065001;SANTOS;SP;EMPORIO ANIMAL LTDA - ME;VILA BELMIRO;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;1;183;03/01/1970;24/04/2024;2024;4;V;1,8905E+13;11410010;GUARUJÁ;SP;DIEGO F. GUTIERREZ - ME;VILA MAIA;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;2;330;03/01/1970;30/04/2024;2024;4;V;1,88638E+13;11055000;SANTOS;SP;P. V. BRITO PET SHOP -EPP;GONZAGA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;1;204;03/01/1970;17/05/2024;2024;5;V;2,80255E+13;11045300;SANTOS;SP;PETLAND EMBARE EIRELI - ME;EMBARÉ;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;2;407;03/01/1970;22/05/2024;2024;5;V;3,55856E+13;11770042;PERUÍBE;SP;MEGA PET PERUIBE EIRELI;CENTRO;RAQUEL BOHN MARTINS DE ALMEIDA PRADO
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;1;204;03/01/1970;12/06/2024;2024;6;V;4,8899E+13;11030300;SANTOS;SP;JULIE PETS BOUTIQUE & CAFE LTDA;PONTA DA PRAIA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;3;260;03/01/1970;28/06/2024;2024;6;B;9,00367E+12;11035030;SANTOS;SP;EMPORIO ANIMAL EIRELI;PONTA DA PRAIA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;2;385;03/01/1970;03/07/2024;2024;7;V;37032268897;11650605;SANTOS;SP;IZABELLA RIBEIRO CARDOZO DOS SANTOS;JOSE MENINO;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;2;330;03/01/1970;02/08/2024;2024;8;V;9,00367E+12;11035030;SANTOS;SP;EMPORIO ANIMAL EIRELI;PONTA DA PRAIA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;1;204;03/01/1970;19/08/2024;2024;8;V;1,44442E+13;11750000;PERUÍBE;SP;PET CENTER PERUIBE LTDA - ME;CENTRO;RAQUEL BOHN MARTINS DE ALMEIDA PRADO
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;1;204;03/01/1970;20/08/2024;2024;8;V;4,59232E+13;11040110;SANTOS;SP;PATRICIA CINTRA GARCIA 25976675883;EMBAR;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;1;204;03/01/1970;26/08/2024;2024;8;V;3,55856E+13;11770042;PERUÍBE;SP;MEGA PET PERUIBE EIRELI;CENTRO;RAQUEL BOHN MARTINS DE ALMEIDA PRADO
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;1;204;03/01/1970;05/09/2024;2024;9;V;3,57435E+13;11700405;PRAIA GRANDE;SP;PETLAND CANTO DO FORTE LTDA;CANTO DO FORTE;OTAVIO HENRIQUE GAMA DA CRUZ
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;2;330;03/01/1970;06/09/2024;2024;9;V;9,00367E+12;11045200;SANTOS;SP;EMPORIO ANIMAL EIRELI - ME;BOQUEIRO;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;7;1154;03/01/1970;30/09/2024;2024;9;V;9,00367E+12;11035030;SANTOS;SP;EMPORIO ANIMAL EIRELI;PONTA DA PRAIA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;1;204;03/01/1970;20/11/2024;2024;11;V;3,3678E+13;11440280;GUARUJÁ;SP;MONIQUE CAMARGO ROCHA DA SILVA 35534468890;ENSEADA;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;1;203;03/01/1970;20/11/2024;2024;11;V;31677179805;11030020;SANTOS;SP;NOELLE FARIAS DE AQUINO;PONTA DA PRAIA;AMANDA MAZZA CSCH SEHN RIBEIRO DE JESUS
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;1;204;03/01/1970;25/11/2024;2024;11;V;3,55856E+13;11770042;PERUÍBE;SP;MEGA PET PERUIBE EIRELI;CENTRO;RAQUEL BOHN MARTINS DE ALMEIDA PRADO
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;1;192;03/01/1970;27/11/2024;2024;11;V;37032268897;11045530;SANTOS;SP;IZABELLA RIBEIRO CARDOZO DOS SANTOS;BOQUEIRO;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5751;Allerderm Spot On S.I.S - 4 mL - 6 Pipetas;CA;7,89752E+12;3;495;03/01/1970;29/11/2024;2024;11;V;9,00367E+12;11065001;SANTOS;SP;EMPORIO ANIMAL LTDA - ME;VILA BELMIRO;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;2;194;03/01/1970;10/01/2024;2024;1;V;5,33179E+13;11440001;GUARUJÁ;SP;PET PRAIAS LTDA;ENSEADA;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;77;03/01/1970;16/01/2024;2024;1;V;5,95525E+12;11055290;SANTOS;SP;JULIANA GUAZZELLI FERRARI ME;GONZAGA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;97;03/01/1970;17/01/2024;2024;1;V;9,17696E+12;11454540;GUARUJÁ;SP;MADE DOG COM. DE PRODUTOS VET. LTDA - ME;VILA ÁUREA (VICENTE DE CARVALHO);AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;97;03/01/1970;18/01/2024;2024;1;V;5,2625E+12;11065100;SANTOS;SP;PET SHOP REPUBLICA DOS BICHOS GONZAGA LTDA;GONZAGA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;96;03/01/1970;18/01/2024;2024;1;V;4,99538E+13;11025002;SANTOS;SP;PET SHOP CISNE BRANCO LTDA - ME;APARECIDA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;97;03/01/1970;19/01/2024;2024;1;V;1,74109E+12;11020001;SANTOS;SP;EBENEZER PET SHOP LTDA - ME;MACUCO;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;97;03/01/1970;19/01/2024;2024;1;V;4,1322E+12;11055100;SANTOS;SP;LILLI & BULL PET SHOP LTDA - ME;BOQUEIRÃO;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;97;03/01/1970;25/01/2024;2024;1;V;4,80467E+13;11045560;SANTOS;SP;CECILIA DA SILVA BENJAMIN;BOQUEIRÃO;RODINEI GONÇALVES DA COSTA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;97;03/01/1970;30/01/2024;2024;1;V;4,01436E+13;11065003;SANTOS;SP;JPNNETO LTDA;CAMPO GRANDE;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;2;194;03/01/1970;01/02/2024;2024;2;V;2,80255E+13;11045300;SANTOS;SP;PETLAND EMBARE EIRELI - ME;EMBARÉ;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;2;198;03/01/1970;14/02/2024;2024;2;V;1,13747E+13;11035170;SANTOS;SP;PET DA PONTA LTDA - ME;APARECIDA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;14/02/2024;2024;2;V;4,80467E+13;11045560;SANTOS;SP;CECILIA DA SILVA BENJAMIN;BOQUEIRÃO;RODINEI GONÇALVES DA COSTA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;15/02/2024;2024;2;V;5,2625E+12;11065100;SANTOS;SP;PET SHOP REPUBLICA DOS BICHOS GONZAGA LTDA;GONZAGA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;19/02/2024;2024;2;V;3,44272E+12;11750000;PERUÍBE;SP;LIMP & PET PERUIBE LTDA - ME;CENTRO;RODINEI GONÇALVES DA COSTA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;2;178;03/01/1970;21/02/2024;2024;2;V;1,77549E+12;11443000;GUARUJÁ;SP;SILVIA HELENA POLETTO LARA GJA-ME;PARQUE ENSEADA;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;10;992;03/01/1970;22/02/2024;2024;2;V;2,64893E+13;11702200;PRAIA GRANDE;SP;CASSIANO & JOAO SCUDELI PET SHOP LTDA;GUILHERMINA;RODINEI GONÇALVES DA COSTA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;3;297;03/01/1970;22/02/2024;2024;2;V;3,57435E+13;11700405;PRAIA GRANDE;SP;PETLAND CANTO DO FORTE LTDA;CANTO DO FORTE;OTAVIO HENRIQUE GAMA DA CRUZ
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;28/02/2024;2024;2;V;5,00391E+13;11701030;PRAIA GRANDE;SP;50.039.128 MARCUS VINICIUS TERRA SANTOS;BOQUEIRÃO;RODINEI GONÇALVES DA COSTA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;28/02/2024;2024;2;V;5,2625E+12;11065100;SANTOS;SP;PET SHOP REPUBLICA DOS BICHOS GONZAGA LTDA;GONZAGA;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;2;198;03/01/1970;28/02/2024;2024;2;V;3,29206E+13;11431120;GUARUJÁ;SP;VIDA ANIMAL - CLIN. SERV. MED. VETERINARIO EIRELI;VILA SANTA ROSA;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;3;297;03/01/1970;28/02/2024;2024;2;V;2,80255E+13;11045300;SANTOS;SP;PETLAND EMBARE EIRELI - ME;EMBARÉ;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;01/03/2024;2024;3;V;4,28747E+13;11515180;CUBATÃO;SP;ESPAÇO PET VILA NOVA EIRELLI;VILA NOVA;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;2;198;03/01/1970;05/03/2024;2024;3;V;1,19018E+13;11250767;BERTIOGA;SP;OEHLMANN E SAMPAIO PET SHOP;ALBATRÓZ;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;2;198;03/01/1970;07/03/2024;2024;3;V;3,57435E+13;11700405;PRAIA GRANDE;SP;PETLAND CANTO DO FORTE LTDA;CANTO DO FORTE;OTAVIO HENRIQUE GAMA DA CRUZ
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;12/03/2024;2024;3;V;3,47989E+13;11320080;SÃO VICENTE;SP;T. G. DOS PRAZERES;ITARARÉ;OTAVIO HENRIQUE GAMA DA CRUZ
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;10;848;03/01/1970;14/03/2024;2024;3;V;2,64893E+13;11702200;PRAIA GRANDE;SP;CASSIANO & JOAO SCUDELI PET SHOP LTDA;GUILHERMINA;RODINEI GONÇALVES DA COSTA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;13/03/2024;2024;3;V;4,08122E+12;11410190;GUARUJÁ;SP;PERCHIAVALLI E BRAGA LTDA - ME;CENTRO;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;2;198;03/01/1970;13/03/2024;2024;3;V;1,77549E+12;11443000;GUARUJÁ;SP;SILVIA HELENA POLETTO LARA GJA-ME;PARQUE ENSEADA;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;15/03/2024;2024;3;V;4,01436E+13;11065003;SANTOS;SP;JPNNETO LTDA;CAMPO GRANDE;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;2;198;03/01/1970;25/03/2024;2024;3;V;1,44442E+13;11750000;PERUÍBE;SP;PET CENTER PERUIBE LTDA - ME;CENTRO;RODINEI GONÇALVES DA COSTA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;2;198;03/01/1970;28/03/2024;2024;3;V;3,57435E+13;11700405;PRAIA GRANDE;SP;PETLAND CANTO DO FORTE LTDA;CANTO DO FORTE;OTAVIO HENRIQUE GAMA DA CRUZ
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;28/03/2024;2024;3;V;5,22232E+13;11717280;PRAIA GRANDE;SP;DW CLINICA ATIVIDADES VETERINARIA ESTÉTICA;NOVA MIRIM;RODINEI GONÇALVES DA COSTA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;02/04/2024;2024;4;V;1,19018E+13;11250767;BERTIOGA;SP;OEHLMANN E SAMPAIO PET SHOP;ALBATRÓZ;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;3;297;03/01/1970;04/04/2024;2024;4;V;3,57435E+13;11700405;PRAIA GRANDE;SP;PETLAND CANTO DO FORTE LTDA;CANTO DO FORTE;OTAVIO HENRIQUE GAMA DA CRUZ
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;10/04/2024;2024;4;V;5,00376E+13;11075001;SANTOS;SP;PETLAND CANAL 1 SANTOS LTDA;MARAPÉ;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;11/04/2024;2024;4;V;4,83218E+13;11025202;SANTOS;SP;PETBOSS PRAIAMAR PET SHOP LTDA;APARECIDA;AMANDA GODOY DOS SANTOS
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;2;198;03/01/1970;11/04/2024;2024;4;V;3,57435E+13;11700405;PRAIA GRANDE;SP;PETLAND CANTO DO FORTE LTDA;CANTO DO FORTE;OTAVIO HENRIQUE GAMA DA CRUZ
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;15/04/2024;2024;4;V;3,44272E+12;11750000;PERUÍBE;SP;LIMP & PET PERUIBE LTDA - ME;CENTRO;RODINEI GONÇALVES DA COSTA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;17/04/2024;2024;4;V;4,21169E+13;11320000;SÃO VICENTE;SP;PETLAND ITARARE LTDA;CENTRO;OTAVIO HENRIQUE GAMA DA CRUZ
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;2;198;03/01/1970;17/04/2024;2024;4;V;1,74109E+12;11020001;SANTOS;SP;EBENEZER PET SHOP LTDA - ME;MACUCO;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;2;198;03/01/1970;22/04/2024;2024;4;V;4,01436E+13;11065003;SANTOS;SP;JPNNETO LTDA;CAMPO GRANDE;LEONE PUJOL DA SILVA
PETMAR;1,54094E+13;5682;Allermyl 250ml;CA;7,89752E+12;1;99;03/01/1970;23/04/2024;2024;4;V;1,19018E+13;11250767;BERTIOGA;SP;OEHLMANN E SAMPAIO PET SHOP;ALBATRÓZ;AMANDA GODOY DOS SANTOS
